title,author,authorLink,tags,category,promptName,promptContent
"Cross-Disciplinary Research Synthesizer","Alg0rix","https://github.com/Alg0rix","research,synthesis,interdisciplinary,innovation,analysis","Advanced Research","Research Synthesizer","Synthesize key findings, methodologies, and unanswered questions from the intersection of [Field 1, e.g., Neuroscience] and [Field 2, e.g., Machine Learning] concerning [Specific Topic, e.g., modeling memory formation]. Identify potential synergies, conflicting theories, and novel research directions emerging from this synthesis. Reference hypothetical seminal papers if needed."
"Explainable AI (XAI) Auditor","Alg0rix","https://github.com/Alg0rix","ai,xai,explainability,ethics,machine-learning,audit","Advanced AI","XAI Auditor","Act as an Explainable AI Auditor. Given a description of a deployed AI model ([Model Type, e.g., deep neural network for loan approval]) and its intended use case, evaluate its explainability.
- Assess the suitability of applied XAI techniques (e.g., LIME, SHAP, Grad-CAM).
- Identify potential gaps in explanation for different stakeholders (e.g., developers, regulators, end-users).
- Recommend improvements for transparency and trustworthiness.
- Discuss ethical implications related to the model's explainability (or lack thereof)."
"Future Scenario Strategist","Alg0rix","https://github.com/Alg0rix","strategy,foresight,scenario-planning,risk,future-studies","Advanced Strategy","Future Scenario Strategist","Develop three distinct, plausible future scenarios for [Industry/Domain, e.g., the future of remote work, impact of quantum computing on cybersecurity] in the year [Future Year, e.g., 2040]. For each scenario:
- Define key driving forces and uncertainties.
- Describe the resulting world/market conditions.
- Identify strategic implications and potential opportunities/threats for an organization operating in this domain.
- Suggest key signposts to monitor for indicating which scenario is unfolding."
"Cognitive Bias Detector & Mitigator","Alg0rix","https://github.com/Alg0rix","psychology,cognitive-bias,decision-making,critical-thinking,strategy","Advanced Thinking","Cognitive Bias Detector","Analyze the following decision-making process or argument: [Provide text describing a decision or argument]. Identify potential cognitive biases at play (e.g., confirmation bias, anchoring, availability heuristic). Explain how these biases might be influencing the outcome. Suggest specific debiasing techniques or strategies to mitigate their impact."
"Domain-Specific Language (DSL) Designer","Alg0rix","https://github.com/Alg0rix","dsl,language-design,programming,abstraction,metaprogramming","Advanced Development","DSL Designer","Design a small Domain-Specific Language (DSL) for [Specific Domain, e.g., defining game rules, configuring scientific simulations, describing financial contracts]. Specify:
- Key abstractions and concepts in the domain.
- Concrete syntax examples (textual or graphical).
- Core semantics (what the language constructs mean).
- Potential implementation strategies (e.g., internal vs. external DSL, parser generation)."
"AI Ethics Framework Developer","Alg0rix","https://github.com/Alg0rix","ai,ethics,framework,governance,responsible-ai","Advanced AI","AI Ethics Framework Developer","Develop a high-level ethical framework for the development and deployment of AI within [Specific Context, e.g., autonomous vehicles, personalized medicine, hiring algorithms]. The framework should address principles such as:
- Fairness and Bias Mitigation
- Transparency and Explainability
- Accountability and Responsibility
- Privacy and Data Governance
- Safety and Robustness
Suggest mechanisms for operationalizing and enforcing this framework."
"Complex System Modeler","Alg0rix","https://github.com/Alg0rix","systems-thinking,modeling,simulation,complexity,dynamics","Advanced Analysis","Complex System Modeler","Outline a system dynamics model (e.g., using causal loop diagrams or stock-and-flow concepts) for understanding [Complex Phenomenon, e.g., the spread of misinformation online, dynamics of urban gentrification, feedback loops in climate change]. Identify key variables, feedback loops (reinforcing and balancing), and potential intervention points. Discuss model limitations and assumptions."
"Argument Deconstruction & Reconstruction","Alg0rix","https://github.com/Alg0rix","logic,argumentation,critical-thinking,philosophy,rhetoric","Advanced Thinking","Argument Deconstructor","Deconstruct the following argument: [Provide text of an argument].
- Identify the main conclusion.
- List the explicit premises.
- Identify any implicit assumptions or unstated premises.
- Evaluate the logical structure (e.g., deductive validity, inductive strength).
- Point out any logical fallacies.
- Reconstruct a stronger version of the argument if possible, addressing the identified weaknesses."
"Knowledge Graph Architect","Alg0rix","https://github.com/Alg0rix","knowledge-graph,ontology,semantics,data-modeling,linked-data","Advanced Data","Knowledge Graph Architect","Design a basic ontology (schema) for a knowledge graph representing information about [Domain, e.g., scientific publications, company organizational structures, historical events]. Define key entity types (classes), properties (relationships and attributes), and constraints. Provide examples of how entities and relationships would be represented (e.g., using RDF triples or similar notation)."
"Meta-Learning Strategist (AI)","Alg0rix","https://github.com/Alg0rix","ai,meta-learning,machine-learning,few-shot,adaptation","Advanced AI","Meta-Learning Strategist","Propose a meta-learning strategy for improving the performance of AI models on [Specific Task Type, e.g., few-shot image classification, rapid adaptation to new user preferences]. Describe:
- The meta-learning objective (what is being learned across tasks).
- Potential model architectures (e.g., MAML, Prototypical Networks).
- The structure of meta-training and meta-testing phases.
- How the strategy addresses the challenge of learning from limited data or adapting quickly."
"Platform Engineering Strategy Lead","Alg0rix","https://github.com/Alg0rix","platform-engineering,devops,cloud-native,developer-experience,automation","Advanced Development","Platform Strategy Lead","Outline a strategy for building an internal developer platform (IDP) within a [Company Size/Type] organization. Address:
- Core platform capabilities (e.g., CI/CD, infrastructure provisioning, observability, security).
- Key technologies and tools to consider.
- Approach to ensuring developer experience and adoption.
- Measuring platform success and iteration strategy.
- Team structure and required skills."
"Computational Social Science Modeler","Alg0rix","https://github.com/Alg0rix","computational-social-science,simulation,agent-based-modeling,networks,sociology","Advanced Research","CSS Modeler","Design an agent-based model (ABM) to simulate [Social Phenomenon, e.g., opinion dynamics in a social network, emergence of cooperation in a community, segregation patterns in a city]. Specify:
- Agent attributes and states.
- Agent behavioral rules and decision logic.
- Environment structure and interactions.
- Key parameters to explore.
- Expected emergent patterns and metrics for analysis."
"Zero-Trust Security Architect","Alg0rix","https://github.com/Alg0rix","security,zero-trust,cybersecurity,architecture,networking","Advanced Security","Zero-Trust Architect","Outline a Zero-Trust security architecture for a modern enterprise network. Describe the core principles (e.g., never trust, always verify; assume breach; least privilege) and how they translate into specific technical controls for:
- Identity and Access Management (IAM)
- Device Security
- Network Segmentation (Microsegmentation)
- Application Security
- Data Security
- Visibility and Analytics"
"Advanced Prompt Chaining/Decomposition","Alg0rix","https://github.com/Alg0rix","prompt-engineering,ai,chaining,decomposition,complex-tasks","Advanced AI","Prompt Chaining Expert","Decompose the complex task '[Complex Task Description, e.g., Write a market analysis report for a new product]' into a sequence of smaller, chained prompts suitable for an LLM. Specify:
- Each individual prompt's goal and required input (potentially using output from previous steps).
- How context is maintained between steps.
- Any control flow logic (e.g., conditional prompts).
- How the final output is synthesized from the intermediate results."
"Digital Twin Conceptualizer","Alg0rix","https://github.com/Alg0rix","digital-twin,iot,simulation,modeling,industry4.0","Advanced Technology","Digital Twin Conceptualizer","Conceptualize a digital twin for a [Physical Asset or System, e.g., wind turbine, manufacturing process, hospital workflow]. Describe:
- Data sources (sensors, operational data).
- Models used (physics-based, data-driven).
- Key functionalities (e.g., real-time monitoring, predictive maintenance, simulation/what-if analysis).
- Visualization aspects.
- Potential business value and use cases."
"Mechanism Design Theorist","Alg0rix","https://github.com/Alg0rix","game-theory,mechanism-design,economics,incentives,auctions","Advanced Theory","Mechanism Designer","Design a mechanism (e.g., an auction format, a voting system, a resource allocation protocol) to achieve [Desired Outcome, e.g., maximize seller revenue, ensure truthful preference revelation, allocate bandwidth fairly] among self-interested agents. Specify:
- The rules of the mechanism.
- Agent strategies and incentives.
- Analysis of properties like efficiency, incentive compatibility, and fairness.
- Potential vulnerabilities or manipulation strategies."
"Quantum Algorithm Explorer","Alg0rix","https://github.com/Alg0rix","quantum-computing,algorithms,complexity,physics,qiskit","Advanced Computing","Quantum Algorithm Explorer","Explore the potential application of quantum algorithms to solve [Specific Computational Problem, e.g., optimizing financial portfolios, discovering new materials, breaking classical encryption].
- Identify relevant quantum algorithms (e.g., Shor's, Grover's, VQE).
- Discuss the potential speedup compared to classical approaches.
- Outline the challenges in implementing and running these algorithms on current/near-term quantum hardware.
- Describe the required qubit count and coherence times (qualitatively)."
"Organizational Network Analysis (ONA) Consultant","Alg0rix","https://github.com/Alg0rix","ona,organizational-behavior,networks,hr,collaboration,data-analysis","Advanced Analysis","ONA Consultant","Outline an Organizational Network Analysis (ONA) project to understand [Organizational Goal, e.g., collaboration patterns, identifying key influencers, bottlenecks in communication] within a hypothetical company. Specify:
- Data collection methods (e.g., email logs, surveys, meeting data).
- Key network metrics to analyze (e.g., centrality, density, brokerage).
- Potential insights and actionable recommendations based on ONA results.
- Ethical considerations and data privacy measures."
"Neuro-Symbolic AI Integrator","Alg0rix","https://github.com/Alg0rix","ai,neuro-symbolic,knowledge-representation,reasoning,machine-learning","Advanced AI","Neuro-Symbolic Integrator","Propose an architecture that integrates neural network capabilities (e.g., pattern recognition from raw data) with symbolic reasoning (e.g., using knowledge graphs or logic rules) for the task of [Complex Task, e.g., medical diagnosis from images and patient history, visual question answering with reasoning]. Describe how information flows between the neural and symbolic components and how they complement each other."
"Federated Learning System Designer","Alg0rix","https://github.com/Alg0rix","ai,federated-learning,privacy,machine-learning,distributed-systems","Advanced AI","Federated Learning System Designer","Design a system architecture for a Federated Learning (FL) application focused on [Specific Task, e.g., predictive keyboard model, medical image analysis] across [Number] participating clients (e.g., mobile devices, hospitals). Specify:
- FL Strategy: (e.g., FedAvg, FedProx, Secure Aggregation). Justify the choice.
- Model Architecture: Suitable for distributed training and aggregation.
- Communication Protocol: How model updates are exchanged securely and efficiently.
- Aggregation Mechanism: How the central server (or coordinator) aggregates client updates.
- Privacy Preservation Techniques: (e.g., Differential Privacy, Homomorphic Encryption, Secure Multi-Party Computation) applied at client or server level.
- Handling Stragglers & Dropouts: Strategies for managing clients that are slow or disconnect.
- Evaluation Metrics: How to measure global model performance and fairness across clients."
"Meta-Analysis Protocol Designer","Alg0rix","https://github.com/Alg0rix","research,meta-analysis,statistics,evidence-synthesis,systematic-review","Advanced Research","Meta-Analysis Protocol Designer","Develop a detailed protocol for conducting a meta-analysis on the topic: '[Specific Research Question, e.g., Efficacy of intervention X on outcome Y]'. The protocol should include:
- Inclusion/Exclusion Criteria: Precisely define criteria for selecting studies (PICO framework: Population, Intervention, Comparison, Outcome).
- Search Strategy: Specify databases to search, keywords, and search string logic.
- Data Extraction Form: Define variables to be extracted from each study (e.g., effect sizes, sample sizes, study characteristics, quality indicators).
- Quality Assessment Tool: Specify the tool used to assess the risk of bias in included studies (e.g., Cochrane Risk of Bias tool, Newcastle-Ottawa Scale).
- Statistical Analysis Plan: Detail the methods for pooling effect sizes (e.g., fixed-effect vs. random-effects model), assessing heterogeneity (e.g., I², Q statistic), exploring heterogeneity (e.g., subgroup analysis, meta-regression), and assessing publication bias (e.g., funnel plots, Egger's test)."
"Corporate Foresight & Horizon Scanning Lead","Alg0rix","https://github.com/Alg0rix","strategy,foresight,horizon-scanning,trends,risk-management,innovation","Advanced Strategy","Corporate Foresight Lead","Act as a Corporate Foresight Lead. Outline a process for establishing an ongoing horizon scanning capability within a [Type of Organization, e.g., large tech company, government agency] focused on the [Industry/Domain]. The process should cover:
- Framework: Define the scope (e.g., STEEP categories - Social, Technological, Economic, Environmental, Political) and time horizons (e.g., 1-3 years, 3-10 years, 10+ years).
- Scanning Sources: Identify diverse sources for identifying 'weak signals' and emerging trends (e.g., academic research, patent databases, expert networks, fringe media, VC investments).
- Filtering & Prioritization: Describe methods for filtering noise and prioritizing signals based on potential impact and relevance (e.g., expert panels, impact/uncertainty grids).
- Sensemaking & Analysis: How to interpret signals and develop plausible future implications or scenarios.
- Integration with Strategy: How insights from horizon scanning will inform strategic planning, risk management, and innovation pipelines.
- Communication & Dissemination: How findings will be communicated to key decision-makers."
"Second-Order Thinking Applicator","Alg0rix","https://github.com/Alg0rix","critical-thinking,decision-making,systems-thinking,consequences,strategy","Advanced Thinking","Second-Order Thinking Applicator","Analyze the potential second-order (and potentially third-order) consequences of the following decision or action: '[Describe Decision/Action, e.g., Implementing a universal basic income, Automating a specific industry sector, Mandating a 4-day work week]'. Consider impacts across various domains:
- Immediate (First-Order) Effects: What are the direct, obvious results?
- Second-Order Effects: What are the consequences of the first-order effects? Consider knock-on effects, feedback loops, and emergent behaviors.
- Third-Order Effects (if applicable): What are the consequences of the second-order effects?
- Unintended Consequences: Explore potential negative or unexpected outcomes.
- Systemic Impacts: How might this decision ripple through interconnected systems (economic, social, political, environmental)?
- Temporal Aspects: How might consequences differ in the short-term vs. long-term?"
"Formal Methods Verifier","Alg0rix","https://github.com/Alg0rix","formal-methods,software-verification,proof-assistant,logic,safety-critical","Advanced Development","Formal Methods Verifier","Outline an approach using formal methods to verify a critical property of the following system or algorithm: '[Describe System/Algorithm, e.g., a mutual exclusion protocol, a flight control software component, a cryptographic function]'. Specify:
- Formal Specification Language: Choose a suitable language (e.g., TLA+, Z notation, Alloy, Coq, Isabelle/HOL) to model the system's behavior and properties.
- Property to Verify: State the critical property formally (e.g., safety property like 'two processes are never in the critical section simultaneously', liveness property like 'a requesting process eventually enters the critical section').
- Verification Technique: Select an appropriate technique (e.g., model checking, theorem proving). Justify the choice.
- Abstraction Level: Describe the level of detail required in the formal model to capture the essence of the problem without excessive complexity.
- Tooling: Mention potential tools (e.g., TLC model checker for TLA+, Coq proof assistant) that could be used.
- Challenges: Discuss potential challenges (e.g., state space explosion, proof complexity, modeling accuracy)."
"Causal Inference Modeler","Alg0rix","https://github.com/Alg0rix","causal-inference,statistics,econometrics,data-analysis,observational-studies","Advanced Analysis","Causal Inference Modeler","Propose a strategy for estimating the causal effect of [Treatment/Intervention, e.g., a new marketing campaign, a specific educational program, a change in medication] on [Outcome, e.g., sales figures, student test scores, patient recovery rates] using observational data described as follows: [Describe available data, including potential confounders]. Address:
- Causal Question Formulation: Clearly define the causal estimand (e.g., Average Treatment Effect - ATE, Conditional Average Treatment Effect - CATE).
- Identification Strategy: How can the causal effect be identified from the observational data? Discuss assumptions required (e.g., ignorability/unconfoundedness, positivity/overlap, SUTVA). Choose appropriate methods like:
    - Matching (e.g., Propensity Score Matching)
    - Stratification
    - Inverse Probability of Treatment Weighting (IPTW)
    - Regression Adjustment
    - Difference-in-Differences (if applicable panel data exists)
    - Instrumental Variables (if a valid instrument is available)
- Confounder Selection: How will potential confounding variables be identified and included in the model?
- Sensitivity Analysis: Propose methods to assess the robustness of the findings to violations of assumptions (e.g., checking overlap, sensitivity to unobserved confounders)."
"Semantic Data Fabric Architect","Alg0rix","https://github.com/Alg0rix","data-fabric,knowledge-graph,ontology,semantics,data-integration,linked-data","Advanced Data","Semantic Data Fabric Architect","Design the conceptual architecture for a semantic data fabric aimed at integrating disparate data sources within [Organization Context, e.g., a pharmaceutical research company, a large financial institution]. The goal is to [Specific Goal, e.g., accelerate drug discovery research, provide a unified view of customer interactions]. Specify:
- Core Ontology/Data Model: Describe the key concepts, entities, and relationships needed to represent the domain knowledge and link different data sources (e.g., using RDF/OWL).
- Data Source Integration: How will structured and unstructured data from various silos (e.g., relational databases, APIs, documents, logs) be mapped and ingested into the fabric? Consider virtualization vs. ETL.
- Knowledge Graph Construction: How will the integrated data be transformed into a queryable knowledge graph?
- Semantic Querying: What query languages (e.g., SPARQL) and interfaces will be provided for accessing the integrated data?
- Governance and Curation: How will the ontology and knowledge graph be maintained, updated, and governed?
- Key Technologies: Suggest relevant technologies (e.g., graph databases like Neo4j/Neptune, RDF triple stores, ontology editors like Protégé)."
"Post-Quantum Cryptography Advisor","Alg0rix","https://github.com/Alg0rix","cryptography,post-quantum,security,quantum-computing,risk-assessment","Advanced Security","Post-Quantum Cryptography Advisor","Act as an advisor tasked with developing a transition strategy to Post-Quantum Cryptography (PQC) for an organization with [System Description, e.g., extensive web infrastructure using TLS, embedded systems with long lifecycles, secure data storage]. Outline the strategy:
- Cryptographic Inventory: How to identify all systems and applications using public-key cryptography vulnerable to quantum attacks (e.g., RSA, ECC for key exchange and digital signatures).
- Risk Assessment: Prioritize systems based on data sensitivity, system lifespan, and potential impact of a quantum attack.
- PQC Algorithm Selection: Discuss the main categories of PQC algorithms (e.g., lattice-based, hash-based, code-based, multivariate) and factors for selection (e.g., NIST standardization status, performance characteristics, security assumptions). Recommend candidate algorithms for different use cases (e.g., KEMs, digital signatures).
- Hybrid Approaches: Consider transitional strategies using hybrid schemes (combining classical and PQC algorithms).
- Implementation & Testing Plan: Outline steps for integrating PQC libraries, testing compatibility and performance, and managing cryptographic agility.
- Timeline & Milestones: Propose a phased rollout plan considering dependencies and industry standards."
"Bio-Inspired Computing Modeler","Alg0rix","https://github.com/Alg0rix","bio-inspired-computing,ai,optimization,algorithms,nature-inspired","Advanced Technology","Bio-Inspired Computing Modeler","Propose a bio-inspired computing approach to solve the following optimization or complex problem: '[Problem Description, e.g., optimizing a delivery route (TSP), training a neural network, discovering patterns in complex data]'. Select a suitable bio-inspired paradigm:
- Evolutionary Algorithms (e.g., Genetic Algorithms, Genetic Programming)
- Swarm Intelligence (e.g., Particle Swarm Optimization, Ant Colony Optimization)
- Artificial Immune Systems
- Neural Computing (aspects inspired by neuroscience beyond standard deep learning)
Describe:
- Representation: How solutions or agents are encoded (e.g., chromosomes, particles, antibodies).
- Inspiration: Explain the biological process being mimicked.
- Algorithm Steps: Outline the core steps of the chosen algorithm (e.g., selection, crossover, mutation for GA; particle movement rules for PSO).
- Fitness/Objective Function: How the quality of a solution/agent state is evaluated.
- Parameter Tuning: Key parameters that need to be configured.
- Potential Advantages/Disadvantages: Why this approach might be suitable (or challenging) for the given problem compared to traditional methods."
"Algorithmic Game Theory Analyst","Alg0rix","https://github.com/Alg0rix","game-theory,algorithmic-game-theory,mechanism-design,incentives,economics,algorithms","Advanced Theory","Algorithmic Game Theory Analyst","Analyze the strategic interactions and computational aspects of the following scenario involving self-interested agents: '[Scenario Description, e.g., sponsored search auctions, network routing protocols with selfish users, peer-to-peer file sharing systems]'. Focus on:
- Game Formulation: Define the players, strategies, and payoffs/utilities.
- Equilibrium Concepts: Identify relevant equilibrium concepts (e.g., Nash Equilibrium, Correlated Equilibrium, Bayes-Nash Equilibrium if incomplete information). Discuss the existence and computation of equilibria.
- Efficiency Analysis: Evaluate the efficiency of equilibria compared to a socially optimal outcome (e.g., Price of Anarchy, Price of Stability).
- Mechanism Design (if applicable): If there's a central designer, analyze the mechanism's properties (e.g., incentive compatibility, individual rationality, budget balance, computational tractability).
- Computational Challenges: Discuss the algorithmic complexity of finding equilibria or implementing optimal strategies.
- Potential Applications/Insights: What insights does the AGT perspective provide for understanding or designing such systems?"
"AI Policy Impact Forecaster","Alg0rix","https://github.com/Alg0rix","ai,policy,forecasting,regulation,impact-analysis","100x Advanced","AI Policy Impact Forecaster","Given a proposed AI policy or regulation: [Describe policy], forecast its multi-dimensional impacts over 1, 5, and 10 years. Analyze effects on innovation, economic sectors, public trust, international competitiveness, and ethical risks. Use scenario analysis and reference analogous historical policy interventions."
"Autonomous Agent Swarm Orchestrator","Alg0rix","https://github.com/Alg0rix","multi-agent,swarm,autonomy,coordination,simulation","100x Advanced","Autonomous Agent Swarm Orchestrator","Design a coordination protocol for a swarm of [Number] autonomous agents (e.g., drones, robots) tasked with [Objective, e.g., search and rescue, distributed mapping]. Specify agent roles, communication topology, fault tolerance mechanisms, and real-time adaptation strategies. Include pseudocode for the core coordination logic."
"AI-Driven Scientific Discovery Planner","Alg0rix","https://github.com/Alg0rix","ai,science,discovery,automation,experimentation","100x Advanced","AI-Driven Scientific Discovery Planner","Outline an AI-driven workflow for accelerating discovery in [Scientific Field, e.g., materials science, drug discovery]. Specify how AI models generate hypotheses, design experiments, analyze results, and iterate. Address integration with lab automation, data management, and human-in-the-loop review."
"Global Supply Chain Resilience Simulator","Alg0rix","https://github.com/Alg0rix","supply-chain,simulation,resilience,global,optimization","100x Advanced","Global Supply Chain Resilience Simulator","Develop a simulation framework for modeling global supply chain disruptions (e.g., pandemics, geopolitical events, cyberattacks). Define key entities, risk propagation mechanisms, and resilience metrics. Suggest intervention strategies and how to evaluate their effectiveness under uncertainty."
"AI-Augmented Legal Reasoning Engine","Alg0rix","https://github.com/Alg0rix","ai,legal,reasoning,nlp,argumentation","100x Advanced","AI-Augmented Legal Reasoning Engine","Design an AI system to assist with complex legal reasoning for [Jurisdiction/Domain, e.g., patent law, international trade]. Specify knowledge representation (e.g., case law graphs), argument generation, precedent retrieval, and explainability requirements. Address ethical and bias mitigation considerations."
"Self-Improving Autonomous System Blueprint","Alg0rix","https://github.com/Alg0rix","autonomous-systems,self-improving,ai,meta-learning,adaptation","100x Advanced","Self-Improving Autonomous System Blueprint","Architect a blueprint for an autonomous system capable of self-improvement in [Domain, e.g., robotics, trading]. Detail mechanisms for self-monitoring, performance evaluation, automated retraining, and safe deployment of improvements. Discuss safeguards against unintended behaviors."
"Cross-Lingual Knowledge Transfer Strategist","Alg0rix","https://github.com/Alg0rix","nlp,cross-lingual,transfer-learning,knowledge,ai","100x Advanced","Cross-Lingual Knowledge Transfer Strategist","Devise a strategy for transferring domain knowledge from high-resource to low-resource languages in [Application, e.g., medical QA, legal search]. Specify model architectures, data augmentation, evaluation metrics, and bias detection. Address challenges in semantic alignment and cultural context."
"AI-Enabled Societal Risk Early Warning System","Alg0rix","https://github.com/Alg0rix","ai,risk,early-warning,society,forecasting","100x Advanced","AI-Enabled Societal Risk Early Warning System","Design an AI-powered system to detect and forecast emerging societal risks (e.g., misinformation, unrest, public health crises). Specify data sources, anomaly detection methods, alerting protocols, and stakeholder communication strategies. Discuss privacy, ethics, and false positive mitigation."
"Quantum-Classical Hybrid Algorithm Designer","Alg0rix","https://github.com/Alg0rix","quantum-computing,hybrid,algorithm,optimization,ai","100x Advanced","Quantum-Classical Hybrid Algorithm Designer","Propose a hybrid algorithm combining quantum and classical computing for [Problem, e.g., combinatorial optimization, machine learning]. Detail the division of labor, data exchange protocols, and performance evaluation. Address current hardware constraints and future scalability."
"AI-Driven Organizational Transformation Advisor","Alg0rix","https://github.com/Alg0rix","ai,organizational-change,transformation,leadership,enterprise","100x Advanced","AI-Driven Organizational Transformation Advisor","Outline a roadmap for enterprise-wide AI-driven transformation in a [Industry/Org Type]. Cover change management, workforce upskilling, process redesign, ethical governance, and success metrics. Suggest strategies for overcoming resistance and ensuring sustainable adoption."
"Advanced Microservices Architecture Advisor","Alg0rix","https://github.com/Alg0rix","microservices,architecture,system-design,scalability,resilience","Advanced Best Practices","Microservices Patterns Advisor","Act as a Principal Engineer specializing in microservices. Analyze the requirements for a system needing [Describe System Goal, e.g., high scalability, independent deployment]. Recommend advanced architectural patterns (e.g., Saga, CQRS, Event Sourcing, Strangler Fig, Backends for Frontends). Discuss trade-offs, implementation considerations (inter-service communication, data consistency, observability), and anti-patterns to avoid for this specific context."
"High-Performance Computing Optimizer","Alg0rix","https://github.com/Alg0rix","hpc,performance,optimization,parallel-computing,algorithms","Advanced Best Practices","HPC Optimization Advisor","Given a computationally intensive task described as [Describe Task, e.g., large matrix multiplication, complex simulation] running on [Hardware Context, e.g., multi-core CPU, GPU cluster], act as an HPC expert. Suggest advanced optimization techniques: profile-guided optimization, vectorization (SIMD), parallelization strategies (e.g., OpenMP, MPI, CUDA/OpenCL), memory access optimization (cache locality), and algorithmic improvements. Explain how to profile the application to identify bottlenecks."
"Robust API Security Architect","Alg0rix","https://github.com/Alg0rix","api,security,cybersecurity,authentication,authorization,owasp","Advanced Best Practices","API Security Architect","Act as a Security Architect reviewing an API design for [Application Type, e.g., a financial service, a public data portal]. Outline advanced security best practices beyond basic authentication: implement robust authorization (e.g., OAuth 2.0 scopes, OPA), input validation to prevent injection attacks (SQLi, XSS), rate limiting, encryption in transit (TLS) and at rest, secure headers, logging/monitoring for security events, and protection against OWASP API Security Top 10 vulnerabilities. Suggest specific mechanisms and configurations."
"Scalable Data Pipeline Designer","Alg0rix","https://github.com/Alg0rix","data-engineering,data-pipeline,etl,elt,scalability,big-data,architecture","Advanced Best Practices","Data Pipeline Design Advisor","Design a scalable and resilient data pipeline architecture for processing [Data Type and Volume, e.g., real-time streaming IoT data, large batch logs] from [Source(s)] to [Destination(s), e.g., data lake, data warehouse]. Recommend best practices for ingestion, processing (e.g., Spark, Flink, Beam), storage, orchestration (e.g., Airflow, Prefect), schema management, data quality checks, monitoring, and error handling. Discuss trade-offs between different tools and approaches (e.g., ETL vs. ELT, batch vs. streaming)."
"Advanced Git Workflow Strategist","Alg0rix","https://github.com/Alg0rix","git,version-control,devops,collaboration,workflows","Advanced Best Practices","Git Workflow Strategist","Act as a DevOps consultant advising a team of [Team Size] developers working on a [Project Complexity] project. Recommend an advanced Git workflow strategy beyond basic Gitflow (e.g., Trunk-Based Development, GitHub Flow with feature flags, environment branches). Discuss branching strategies, merge/rebase policies, commit message conventions, handling hotfixes, CI/CD integration, and strategies for managing large monorepos or microservice dependencies effectively. Justify the choice based on team needs and release cadence."
"Technical Debt Management Planner","Alg0rix","https://github.com/Alg0rix","technical-debt,code-quality,refactoring,maintenance,agile","Advanced Best Practices","Tech Debt Management Planner","Act as a Tech Lead devising a strategy to manage technical debt within an existing codebase characterized by [Describe Codebase Issues, e.g., lack of tests, outdated dependencies, complex modules]. Outline best practices for: identifying and quantifying tech debt (e.g., code analysis tools, complexity metrics), prioritizing refactoring efforts (linking to business value or risk), integrating debt reduction into sprints (e.g., 'boy scout rule', dedicated time), preventing new debt (e.g., code reviews, definition of done), and communicating the impact of tech debt to stakeholders."
"Observability Strategy Architect","Alg0rix","https://github.com/Alg0rix","observability,monitoring,logging,tracing,metrics,sre,devops","Advanced Best Practices","Observability Architect","Design a comprehensive observability strategy for a distributed system comprising [System Components, e.g., microservices, databases, message queues]. Define best practices for the three pillars: Logs (structured logging, centralized collection), Metrics (key system/business metrics, dashboards, alerting), and Traces (distributed tracing implementation, identifying bottlenecks). Recommend specific tools/stacks (e.g., ELK, Prometheus/Grafana, Jaeger/Tempo), discuss sampling strategies, correlation between signals, and how to use observability data for proactive monitoring, debugging, and performance optimization."
"Chaos Engineering Practice Lead","Alg0rix","https://github.com/Alg0rix","chaos-engineering,resilience,sre,testing,distributed-systems","Advanced Best Practices","Chaos Engineering Lead","Act as a Site Reliability Engineer (SRE) implementing Chaos Engineering practices for a critical application ([Application Description]). Outline a plan based on best practices: define steady-state metrics, formulate hypotheses about potential weaknesses, design controlled experiments (e.g., injecting latency, terminating instances, network partitions), minimize blast radius, automate experiments, integrate with CI/CD, and establish a culture of learning from failures. Suggest tools (e.g., Chaos Toolkit, Gremlin) and safety mechanisms."
"Secure SDLC Implementation Advisor","Alg0rix","https://github.com/Alg0rix","ssdlc,devsecops,security,application-security,ci-cd","Advanced Best Practices","Secure SDLC Advisor","Advise an organization on integrating security best practices throughout the Software Development Lifecycle (SDLC) to create a Secure SDLC (SSDLC). Describe key activities and tools for each phase: Requirements (threat modeling), Design (secure design principles), Implementation (secure coding standards, SAST), Testing (DAST, IAST, penetration testing), Deployment (secrets management, infrastructure security), and Maintenance (vulnerability management, patching). Discuss cultural changes needed for DevSecOps adoption."
"Advanced Database Performance Tuner","Alg0rix","https://github.com/Alg0rix","database,performance,tuning,sql,optimization,indexing,query-optimization","Advanced Best Practices","Database Performance Tuner","Act as a Database Administrator (DBA) tasked with optimizing the performance of a [Database Type, e.g., PostgreSQL, MySQL, SQL Server] database supporting [Application Load Description]. Outline advanced performance tuning best practices: query optimization (analyzing execution plans, rewriting queries), indexing strategies (choosing index types, covering indexes, index maintenance), connection pooling, database parameter tuning (memory allocation, parallelism), identifying and resolving locking/blocking issues, partitioning large tables, and monitoring key database performance metrics."
"Lesson Plan Generator","Alg0rix","https://github.com/Alg0rix","education,teaching,lesson-plan,classroom","Education","Lesson Plan Generator","Create a detailed lesson plan for teaching [Topic] to [Grade Level] students. Include learning objectives, key concepts, instructional activities, assessment methods, and required materials. Suggest ways to differentiate for diverse learners."
"Student Study Guide Creator","Alg0rix","https://github.com/Alg0rix","education,study-guide,student,learning","Education","Study Guide Creator","Generate a comprehensive study guide for [Subject/Topic] aimed at [Grade Level] students. Include key concepts, important terms, sample questions, and tips for effective studying."
